0.00233,0.06183,0.06019,0.06315,0.08123,0.07466,0.06561,0.05756,0.05920,0.04704,0.04688,0.03356,0.02600,0.00792,0.00134,-0.01625,0.09323,0.09191,0.11624,0.12265,0.18199,0.16539,0.23624,0.23920,0.18775,0.07515,0.22079
0.00216,0.06200,0.06019,0.06298,0.08123,0.07466,0.06561,0.05756,0.05937,0.04688,0.04688,0.03356,0.02600,0.00759,0.00118,-0.01625,0.09323,0.09191,0.11624,0.12282,0.18249,0.16523,0.23624,0.23871,0.18808,0.07531,0.22062
0.00216,0.06200,0.06003,0.06315,0.08107,0.07449,0.06545,0.05756,0.05887,0.04720,0.04688,0.03372,0.02616,0.00759,0.00101,-0.01641,0.09339,0.09191,0.11575,0.12216,0.18232,0.16523,0.23608,0.23887,0.18791,0.07498,0.22079
0.00200,0.06183,0.06019,0.06298,0.08090,0.07449,0.06578,0.05772,0.05904,0.04720,0.04688,0.03372,0.02616,0.00742,0.00118,-0.01608,0.09323,0.09191,0.11591,0.12315,0.18265,0.16572,0.23608,0.23871,0.18791,0.07515,0.22095
0.00233,0.06200,0.06003,0.06298,0.08107,0.07482,0.06561,0.05772,0.05920,0.04688,0.04704,0.03340,0.02583,0.00759,0.00085,-0.01625,0.09339,0.09191,0.11575,0.12364,0.18298,0.16572,0.23542,0.23903,0.18758,0.07531,0.22079
0.00216,0.06200,0.06019,0.06315,0.08107,0.07449,0.06561,0.05740,0.05904,0.04704,0.04704,0.03372,0.02583,0.00775,0.00118,-0.01608,0.09339,0.09191,0.11526,0.12298,0.18331,0.16589,0.23575,0.23887,0.18791,0.07515,0.22095
0.00200,0.06183,0.06003,0.06331,0.08090,0.07466,0.06545,0.05756,0.05904,0.04704,0.04688,0.03356,0.02616,0.00759,0.00085,-0.01625,0.09339,0.09191,0.11575,0.12380,0.18265,0.16638,0.23575,0.23953,0.18808,0.07498,0.22079
0.00233,0.06200,0.06019,0.06315,0.08107,0.07449,0.06561,0.05772,0.05904,0.04688,0.04655,0.03340,0.02600,0.00759,0.00118,-0.01625,0.09323,0.09191,0.11608,0.12380,0.18282,0.16572,0.23591,0.23920,0.18775,0.07531,0.22062
0.00200,0.06183,0.06019,0.06298,0.08107,0.07449,0.06561,0.05756,0.05904,0.04704,0.04688,0.03372,0.02616,0.00759,0.00101,-0.01592,0.09323,0.09175,0.11591,0.12380,0.18282,0.16621,0.23624,0.23936,0.18775,0.07498,0.22095
0.00233,0.06200,0.06019,0.06315,0.08107,0.07449,0.06561,0.05789,0.05904,0.04704,0.04671,0.03372,0.02616,0.00775,0.00134,-0.01592,0.09323,0.09191,0.11608,0.12315,0.18249,0.16556,0.23657,0.23920,0.18791,0.07531,0.22079
0.00216,0.06216,0.06019,0.06315,0.08107,0.07449,0.06545,0.05756,0.05904,0.04704,0.04671,0.03356,0.02616,0.00759,0.00118,-0.01625,0.09323,0.09191,0.11657,0.12348,0.18265,0.16589,0.23640,0.23936,0.18808,0.07531,0.22079
0.00216,0.06183,0.06035,0.06315,0.08107,0.07466,0.06561,0.05772,0.05904,0.04704,0.04688,0.03356,0.02600,0.00775,0.00118,-0.01592,0.09323,0.09191,0.11608,0.12298,0.18199,0.16589,0.23624,0.23936,0.18808,0.07515,0.22079
0.00216,0.06200,0.06019,0.06315,0.08107,0.07466,0.06561,0.05756,0.05887,0.04704,0.04671,0.03372,0.02616,0.00759,0.00118,-0.01641,0.09339,0.09175,0.11641,0.12265,0.18216,0.16539,0.23624,0.23920,0.18791,0.07498,0.22079
0.00200,0.06183,0.06035,0.06331,0.08090,0.07449,0.06545,0.05740,0.05920,0.04688,0.04671,0.03356,0.02616,0.00742,0.00118,-0.01641,0.09323,0.09191,0.11624,0.12298,0.18216,0.16556,0.23624,0.23936,0.18791,0.07515,0.22079
0.00216,0.06167,0.06035,0.06315,0.08107,0.07482,0.06561,0.05772,0.05920,0.04704,0.04688,0.03356,0.02616,0.00759,0.00085,-0.01625,0.09307,0.09191,0.11575,0.12282,0.18232,0.16572,0.23608,0.23871,0.18791,0.07515,0.22079
0.00200,0.06200,0.06003,0.06282,0.08090,0.07449,0.06561,0.05756,0.05904,0.04704,0.04688,0.03356,0.02583,0.00775,0.00085,-0.01625,0.09339,0.09191,0.11608,0.12315,0.18232,0.16490,0.23591,0.23903,0.18775,0.07515,0.22095
0.00200,0.06183,0.06019,0.06298,0.08107,0.07449,0.06545,0.05756,0.05920,0.04688,0.04688,0.03356,0.02633,0.00792,0.00118,-0.01592,0.09307,0.09175,0.11608,0.12298,0.18265,0.16539,0.23575,0.23920,0.18775,0.07515,0.22079
0.00233,0.06150,0.06019,0.06331,0.08090,0.07449,0.06545,0.05772,0.05904,0.04737,0.04671,0.03356,0.02583,0.00759,0.00118,-0.01592,0.09323,0.09191,0.11591,0.12331,0.18232,0.16539,0.23558,0.23871,0.18791,0.07531,0.22095
0.00233,0.06200,0.06019,0.06331,0.08107,0.07482,0.06561,0.05772,0.05904,0.04688,0.04688,0.03323,0.02616,0.00759,0.00101,-0.01608,0.09323,0.09208,0.11591,0.12364,0.18265,0.16572,0.23509,0.23903,0.18775,0.07515,0.22079
0.00200,0.06183,0.06019,0.06298,0.08107,0.07449,0.06578,0.05756,0.05904,0.04737,0.04688,0.03356,0.02616,0.00759,0.00118,-0.01608,0.09339,0.09208,0.11559,0.12348,0.18298,0.16621,0.23591,0.23936,0.18791,0.07498,0.22062
0.00233,0.06200,0.06019,0.06315,0.08090,0.07466,0.06545,0.05756,0.05887,0.04704,0.04671,0.03356,0.02600,0.00775,0.00101,-0.01641,0.09323,0.09208,0.11559,0.12348,0.18298,0.16638,0.23575,0.23920,0.18791,0.07515,0.22062
0.00216,0.06183,0.06003,0.06315,0.08107,0.07449,0.06561,0.05772,0.05920,0.04704,0.04704,0.03372,0.02583,0.00792,0.00101,-0.01608,0.09323,0.09208,0.11608,0.12331,0.18265,0.16605,0.23608,0.23936,0.18758,0.07515,0.22062
0.00233,0.06167,0.06003,0.06315,0.08107,0.07466,0.06578,0.05756,0.05904,0.04688,0.04688,0.03372,0.02600,0.00775,0.00101,-0.01608,0.09307,0.09208,0.11641,0.12364,0.18298,0.16605,0.23673,0.23920,0.18758,0.07515,0.22062
0.00233,0.06183,0.06035,0.06315,0.08123,0.07449,0.06545,0.05756,0.05920,0.04688,0.04688,0.03340,0.02600,0.00759,0.00101,-0.01608,0.09339,0.09208,0.11542,0.12331,0.18265,0.16605,0.23657,0.23953,0.18808,0.07531,0.22079
0.00233,0.06200,0.06019,0.06315,0.08090,0.07449,0.06545,0.05772,0.05920,0.04720,0.04688,0.03356,0.02600,0.00742,0.00101,-0.01608,0.09323,0.09175,0.11641,0.12298,0.18232,0.16605,0.23640,0.23936,0.18775,0.07531,0.22062
0.00216,0.06216,0.06035,0.06315,0.08107,0.07449,0.06545,0.05789,0.05887,0.04704,0.04671,0.03340,0.02600,0.00775,0.00085,-0.01625,0.09323,0.09191,0.11674,0.12315,0.18232,0.16572,0.23673,0.23936,0.18775,0.07498,0.22079
0.00216,0.06200,0.06003,0.06298,0.08107,0.07433,0.06561,0.05756,0.05887,0.04688,0.04688,0.03356,0.02600,0.00759,0.00118,-0.01625,0.09323,0.09208,0.11608,0.12298,0.18216,0.16539,0.23657,0.23903,0.18791,0.07515,0.22062
0.00216,0.06200,0.06019,0.06315,0.08107,0.07482,0.06561,0.05756,0.05904,0.04704,0.04688,0.03372,0.02616,0.00759,0.00118,-0.01592,0.09323,0.09191,0.11608,0.12282,0.18199,0.16589,0.23624,0.23887,0.18808,0.07515,0.22062
0.00200,0.06183,0.06019,0.06298,0.08139,0.07466,0.06561,0.05756,0.05904,0.04704,0.04688,0.03372,0.02633,0.00792,0.00101,-0.01608,0.09323,0.09191,0.11756,0.12282,0.18249,0.16506,0.23608,0.23903,0.18791,0.07515,0.22079
0.00216,0.06183,0.06035,0.06298,0.08123,0.07466,0.06545,0.05756,0.05904,0.04704,0.04688,0.03372,0.02600,0.00759,0.00101,-0.01625,0.09323,0.09208,0.11641,0.12282,0.18232,0.16539,0.23608,0.23903,0.18775,0.07515,0.22079
0.00216,0.06183,0.06019,0.06298,0.08107,0.07449,0.06545,0.05772,0.05920,0.04688,0.04704,0.03356,0.02633,0.00775,0.00101,-0.01641,0.09307,0.09191,0.11575,0.12315,0.18232,0.16556,0.23591,0.23871,0.18758,0.07498,0.22079
0.00216,0.06200,0.06019,0.06315,0.08123,0.07466,0.06561,0.05756,0.05920,0.04688,0.04688,0.03372,0.02600,0.00775,0.00101,-0.01625,0.09307,0.09191,0.11559,0.12348,0.18282,0.16654,0.23575,0.23887,0.18808,0.07531,0.22095
0.00216,0.06200,0.06035,0.06315,0.08123,0.07433,0.06561,0.05756,0.05904,0.04704,0.04704,0.03372,0.02600,0.00775,0.00101,-0.01625,0.09323,0.09208,0.11575,0.12348,0.18298,0.16621,0.23591,0.23887,0.18808,0.07531,0.22046
0.00200,0.06183,0.06035,0.06315,0.08123,0.07466,0.06578,0.05756,0.05887,0.04688,0.04671,0.03356,0.02600,0.00792,0.00101,-0.01592,0.09339,0.09191,0.11575,0.12348,0.18232,0.16621,0.23608,0.23936,0.18775,0.07515,0.22079
0.00233,0.06150,0.06035,0.06282,0.08107,0.07466,0.06561,0.05756,0.05904,0.04704,0.04671,0.03356,0.02583,0.00759,0.00101,-0.01641,0.09323,0.09208,0.11591,0.12348,0.18249,0.16589,0.23657,0.23953,0.18791,0.07531,0.22095
0.00233,0.06200,0.05986,0.06315,0.08107,0.07449,0.06545,0.05756,0.05920,0.04704,0.04671,0.03356,0.02583,0.00742,0.00118,-0.01625,0.09323,0.09191,0.11591,0.12380,0.18265,0.16605,0.23640,0.23936,0.18791,0.07498,0.22062
0.00184,0.06200,0.06019,0.06282,0.08107,0.07466,0.06561,0.05772,0.05920,0.04704,0.04671,0.03372,0.02600,0.00759,0.00101,-0.01592,0.09323,0.09191,0.11624,0.12331,0.18265,0.16621,0.23657,0.23936,0.18758,0.07531,0.22062
0.00216,0.06183,0.06019,0.06298,0.08123,0.07482,0.06561,0.05756,0.05904,0.04688,0.04671,0.03372,0.02633,0.00759,0.00118,-0.01625,0.09339,0.09191,0.11624,0.12348,0.18216,0.16572,0.23657,0.23953,0.18758,0.07531,0.22079
0.00216,0.06183,0.06003,0.06331,0.08090,0.07482,0.06545,0.05789,0.05920,0.04704,0.04688,0.03356,0.02600,0.00759,0.00101,-0.01641,0.09323,0.09191,0.11624,0.12298,0.18232,0.16556,0.23657,0.23969,0.18775,0.07515,0.22062
0.00233,0.06183,0.06019,0.06298,0.08107,0.07466,0.06545,0.05756,0.05904,0.04720,0.04655,0.03340,0.02583,0.00759,0.00118,-0.01625,0.09339,0.09208,0.11641,0.12298,0.18232,0.16539,0.23624,0.23920,0.18775,0.07531,0.22079
0.00200,0.06167,0.06019,0.06298,0.08123,0.07449,0.06578,0.05772,0.05920,0.04704,0.04671,0.03372,0.02600,0.00742,0.00101,-0.01608,0.09307,0.09224,0.11624,0.12216,0.18216,0.16523,0.23640,0.23936,0.18791,0.07515,0.22062
0.00233,0.06183,0.06019,0.06298,0.08123,0.07449,0.06545,0.05772,0.05887,0.04688,0.04688,0.03356,0.02616,0.00759,0.00101,-0.01625,0.09307,0.09175,0.11624,0.12282,0.18199,0.16506,0.23657,0.23887,0.18824,0.07531,0.22062
0.00216,0.06200,0.06003,0.06315,0.08107,0.07482,0.06561,0.05756,0.05904,0.04704,0.04704,0.03356,0.02633,0.00775,0.00085,-0.01608,0.09323,0.09208,0.11575,0.12265,0.18216,0.16572,0.23640,0.23854,0.18775,0.07515,0.22079
0.00216,0.06183,0.06019,0.06315,0.08123,0.07482,0.06545,0.05756,0.05920,0.04688,0.04671,0.03356,0.02583,0.00742,0.00085,-0.01608,0.09323,0.09208,0.11591,0.12331,0.18265,0.16556,0.23608,0.23871,0.18791,0.07498,0.22079
0.00216,0.06183,0.06019,0.06298,0.08107,0.07433,0.06561,0.05740,0.05904,0.04688,0.04688,0.03323,0.02600,0.00775,0.00101,-0.01641,0.09307,0.09191,0.11559,0.12298,0.18298,0.16572,0.23608,0.23871,0.18775,0.07515,0.22079
0.00233,0.06183,0.06003,0.06315,0.08123,0.07433,0.06561,0.05789,0.05887,0.04720,0.04688,0.03372,0.02600,0.00759,0.00085,-0.01625,0.09323,0.09191,0.11575,0.12331,0.18282,0.16572,0.23591,0.23871,0.18808,0.07498,0.22062
0.00216,0.06167,0.05986,0.06298,0.08074,0.07449,0.06561,0.05772,0.05904,0.04704,0.04671,0.03372,0.02600,0.00775,0.00101,-0.01592,0.09323,0.09191,0.11591,0.12348,0.18298,0.16589,0.23608,0.23920,0.18758,0.07515,0.22095
0.00216,0.06167,0.06035,0.06315,0.08090,0.07449,0.06545,0.05772,0.05887,0.04688,0.04655,0.03356,0.02616,0.00775,0.00118,-0.01608,0.09307,0.09208,0.11591,0.12331,0.18315,0.16638,0.23624,0.23903,0.18775,0.07515,0.22079
0.00233,0.06183,0.06019,0.06315,0.08107,0.07449,0.06561,0.05756,0.05937,0.04704,0.04688,0.03356,0.02583,0.00742,0.00101,-0.01625,0.09307,0.09208,0.11591,0.12331,0.18282,0.16605,0.23640,0.23920,0.18808,0.07531,0.22062
0.00216,0.06200,0.06019,0.06298,0.08090,0.07449,0.06545,0.05772,0.05920,0.04720,0.04671,0.03356,0.02600,0.00759,0.00085,-0.01608,0.09307,0.09159,0.11624,0.12348,0.18315,0.16556,0.23657,0.24051,0.18791,0.07531,0.22095
0.00216,0.06183,0.06035,0.06315,0.08090,0.07466,0.06545,0.05772,0.05904,0.04704,0.04655,0.03372,0.02600,0.00759,0.00101,-0.01575,0.09323,0.09191,0.11591,0.12331,0.18265,0.16589,0.23657,0.23969,0.18775,0.07515,0.22079
0.00216,0.06200,0.06035,0.06315,0.08090,0.07466,0.06561,0.05772,0.05904,0.04720,0.04671,0.03340,0.02600,0.00759,0.00101,-0.01625,0.09356,0.09208,0.11624,0.12315,0.18232,0.16589,0.23706,0.23936,0.18791,0.07515,0.22079
0.00200,0.06216,0.06035,0.06315,0.08090,0.07433,0.06578,0.05740,0.05904,0.04737,0.04671,0.03372,0.02616,0.00742,0.00118,-0.01625,0.09323,0.09191,0.11657,0.12315,0.18216,0.16556,0.23657,0.23953,0.18808,0.07531,0.22079
0.00216,0.06183,0.06019,0.06315,0.08090,0.07482,0.06545,0.05772,0.05904,0.04655,0.04688,0.03356,0.02600,0.00792,0.00101,-0.01608,0.09307,0.09191,0.11608,0.12298,0.18199,0.16556,0.23657,0.23887,0.18775,0.07515,0.22046
0.00216,0.06200,0.06019,0.06315,0.08107,0.07466,0.06561,0.05740,0.05904,0.04688,0.04671,0.03356,0.02583,0.00759,0.00085,-0.01575,0.09339,0.09191,0.11591,0.12265,0.18232,0.16539,0.23640,0.23903,0.18791,0.07498,0.22046
0.00249,0.06200,0.06019,0.06315,0.08107,0.07466,0.06561,0.05772,0.05904,0.04704,0.04688,0.03356,0.02600,0.00759,0.00118,-0.01592,0.09339,0.09191,0.11641,0.12249,0.18216,0.16523,0.23591,0.23903,0.18791,0.07515,0.22079
0.00216,0.06200,0.06035,0.06331,0.08107,0.07449,0.06561,0.05756,0.05920,0.04688,0.04688,0.03372,0.02600,0.00759,0.00118,-0.01641,0.09323,0.09224,0.11657,0.12298,0.18315,0.16556,0.23624,0.23920,0.18791,0.07531,0.22029
0.00216,0.06167,0.06019,0.06298,0.08090,0.07466,0.06545,0.05756,0.05920,0.04704,0.04688,0.03372,0.02633,0.00759,0.00101,-0.01592,0.09323,0.09175,0.11591,0.12315,0.18282,0.16638,0.23624,0.23871,0.18808,0.07515,0.22079
0.00216,0.06216,0.06019,0.06298,0.08107,0.07482,0.06545,0.05756,0.05904,0.04688,0.04688,0.03372,0.02600,0.00792,0.00118,-0.01608,0.09323,0.09159,0.11624,0.12331,0.18265,0.16621,0.23608,0.23887,0.18808,0.07515,0.22079
0.00216,0.06167,0.06019,0.06315,0.08107,0.07449,0.06545,0.05772,0.05887,0.04704,0.04671,0.03372,0.02600,0.00775,0.00118,-0.01625,0.09323,0.09191,0.11591,0.12348,0.18282,0.16605,0.23575,0.23887,0.18791,0.07498,0.22079
0.00200,0.06216,0.06019,0.06315,0.08107,0.07433,0.06561,0.05772,0.05937,0.04688,0.04688,0.03372,0.02616,0.00759,0.00101,-0.01608,0.09307,0.09191,0.11559,0.12348,0.18298,0.16589,0.23608,0.23936,0.18791,0.07515,0.22079
0.00216,0.06200,0.06019,0.06315,0.08107,0.07466,0.06545,0.05740,0.05920,0.04720,0.04671,0.03372,0.02616,0.00742,0.00118,-0.01625,0.09323,0.09191,0.11591,0.12364,0.18298,0.16572,0.23624,0.23903,0.18791,0.07498,0.22046
0.00233,0.06183,0.06019,0.06331,0.08090,0.07466,0.06578,0.05740,0.05904,0.04720,0.04688,0.03340,0.02600,0.00742,0.00118,-0.01608,0.09323,0.09208,0.11608,0.12348,0.18282,0.16621,0.23640,0.23936,0.18791,0.07531,0.22079
0.00216,0.06200,0.06019,0.06315,0.08107,0.07482,0.06545,0.05772,0.05920,0.04688,0.04671,0.03340,0.02600,0.00775,0.00085,-0.01641,0.09323,0.09191,0.11624,0.12348,0.18216,0.16621,0.23673,0.23920,0.18791,0.07531,0.22062
0.00216,0.06200,0.06035,0.06298,0.08107,0.07466,0.06561,0.05772,0.05920,0.04704,0.04688,0.03356,0.02616,0.00742,0.00101,-0.01625,0.09323,0.09191,0.11608,0.12298,0.18249,0.16605,0.23673,0.23936,0.18775,0.07498,0.22046
0.00233,0.06200,0.06019,0.06315,0.08107,0.07449,0.06545,0.05756,0.05904,0.04671,0.04688,0.03372,0.02600,0.00742,0.00101,-0.01608,0.09323,0.09208,0.11641,0.12282,0.18249,0.16539,0.23657,0.23936,0.18775,0.07498,0.22079
0.00216,0.06216,0.06003,0.06298,0.08107,0.07482,0.06578,0.05756,0.05904,0.04704,0.04704,0.03372,0.02616,0.00742,0.00085,-0.01592,0.09356,0.09191,0.11624,0.12298,0.18249,0.16523,0.23657,0.23936,0.18808,0.07515,0.22062
0.00216,0.06200,0.06019,0.06298,0.08123,0.07433,0.06529,0.05756,0.05904,0.04720,0.04704,0.03356,0.02600,0.00726,0.00085,-0.01608,0.09307,0.09191,0.11624,0.12265,0.18232,0.16539,0.23673,0.23953,0.18775,0.07515,0.22079
0.00233,0.06183,0.06019,0.06282,0.08107,0.07449,0.06594,0.05756,0.05887,0.04704,0.04671,0.03372,0.02600,0.00759,0.00118,-0.01625,0.09323,0.09191,0.11624,0.12282,0.18216,0.16539,0.23673,0.23887,0.18758,0.07515,0.22079
0.00216,0.06183,0.06019,0.06298,0.08090,0.07466,0.06561,0.05756,0.05887,0.04671,0.04671,0.03356,0.02600,0.00759,0.00134,-0.01608,0.09323,0.09208,0.11641,0.12298,0.18232,0.16556,0.23624,0.23887,0.18775,0.07531,0.22095
0.00216,0.06200,0.06019,0.06315,0.08123,0.07466,0.06545,0.05772,0.05920,0.04704,0.04688,0.03372,0.02616,0.00759,0.00101,-0.01608,0.09323,0.09191,0.11591,0.12282,0.18282,0.16572,0.23624,0.23854,0.18791,0.07515,0.22062
