-0.00129,-0.01099,-0.02315,-0.03515,-0.04945,-0.07033,-0.09646,-0.13608,-0.18983,-0.20873,-0.21317,-0.21317,-0.21317,-0.21284
-0.00096,-0.01099,-0.02315,-0.03531,-0.04962,-0.07000,-0.09630,-0.13608,-0.18999,-0.20857,-0.21334,-0.21334,-0.21317,-0.21268
-0.00112,-0.01131,-0.02331,-0.03515,-0.04978,-0.07016,-0.09613,-0.13624,-0.18967,-0.20873,-0.21334,-0.21334,-0.21334,-0.21251
-0.00129,-0.01131,-0.02315,-0.03564,-0.04945,-0.07016,-0.09630,-0.13608,-0.18999,-0.20841,-0.21334,-0.21334,-0.21301,-0.21251
-0.00129,-0.01115,-0.02331,-0.03531,-0.04962,-0.07000,-0.09646,-0.13608,-0.18983,-0.20873,-0.21317,-0.21301,-0.21334,-0.21268
-0.00112,-0.01115,-0.02315,-0.03515,-0.04945,-0.07033,-0.09646,-0.13624,-0.18983,-0.20841,-0.21317,-0.21301,-0.21317,-0.21268
-0.00112,-0.01099,-0.02315,-0.03548,-0.04962,-0.07049,-0.09646,-0.13608,-0.18983,-0.20857,-0.21334,-0.21317,-0.21317,-0.21284
-0.00112,-0.01115,-0.02331,-0.03531,-0.04978,-0.07016,-0.09630,-0.13608,-0.18983,-0.20873,-0.21317,-0.21334,-0.21334,-0.21268
-0.00112,-0.01115,-0.02315,-0.03531,-0.04945,-0.07016,-0.09663,-0.13608,-0.18999,-0.20857,-0.21317,-0.21317,-0.21301,-0.21251
-0.00112,-0.01115,-0.02331,-0.03531,-0.04962,-0.07016,-0.09646,-0.13608,-0.18999,-0.20873,-0.21317,-0.21317,-0.21301,-0.21268
-0.00129,-0.01115,-0.02315,-0.03548,-0.04945,-0.07016,-0.09663,-0.13624,-0.18983,-0.20857,-0.21334,-0.21334,-0.21301,-0.21284
-0.00096,-0.01115,-0.02299,-0.03548,-0.04929,-0.07016,-0.09646,-0.13591,-0.18983,-0.20857,-0.21334,-0.21350,-0.21334,-0.21268
-0.00112,-0.01099,-0.02315,-0.03515,-0.04945,-0.07016,-0.09646,-0.13591,-0.18999,-0.20857,-0.21317,-0.21334,-0.21334,-0.21301
-0.00129,-0.01115,-0.02315,-0.03515,-0.04978,-0.07033,-0.09663,-0.13608,-0.18967,-0.20857,-0.21317,-0.21334,-0.21301,-0.21284
-0.00112,-0.01099,-0.02331,-0.03531,-0.04945,-0.07016,-0.09646,-0.13608,-0.18999,-0.20857,-0.21334,-0.21317,-0.21317,-0.21251
-0.00129,-0.01099,-0.02315,-0.03531,-0.04962,-0.07016,-0.09630,-0.13608,-0.18983,-0.20841,-0.21334,-0.21317,-0.21317,-0.21301
-0.00112,-0.01131,-0.02315,-0.03531,-0.04945,-0.07016,-0.09663,-0.13608,-0.18999,-0.20873,-0.21317,-0.21334,-0.21317,-0.21268
-0.00129,-0.01115,-0.02315,-0.03548,-0.04978,-0.07016,-0.09663,-0.13624,-0.18983,-0.20841,-0.21334,-0.21301,-0.21317,-0.21284
-0.00129,-0.01115,-0.02315,-0.03531,-0.04962,-0.07000,-0.09646,-0.13608,-0.18999,-0.20857,-0.21334,-0.21334,-0.21334,-0.21268
-0.00096,-0.01115,-0.02282,-0.03515,-0.04929,-0.07049,-0.09646,-0.13591,-0.18983,-0.20857,-0.21350,-0.21317,-0.21301,-0.21284
-0.00112,-0.01115,-0.02331,-0.03531,-0.04929,-0.07000,-0.09646,-0.13591,-0.18999,-0.20857,-0.21334,-0.21317,-0.21301,-0.21268
-0.00129,-0.01099,-0.02315,-0.03548,-0.04945,-0.07016,-0.09646,-0.13608,-0.18967,-0.20857,-0.21317,-0.21334,-0.21317,-0.21268
-0.00112,-0.01115,-0.02331,-0.03531,-0.04945,-0.07000,-0.09630,-0.13608,-0.18967,-0.20841,-0.21334,-0.21334,-0.21317,-0.21251
-0.00112,-0.01099,-0.02331,-0.03531,-0.04945,-0.07016,-0.09630,-0.13608,-0.18983,-0.20873,-0.21350,-0.21317,-0.21334,-0.21301
-0.00112,-0.01115,-0.02315,-0.03515,-0.04945,-0.07016,-0.09646,-0.13608,-0.18967,-0.20873,-0.21317,-0.21334,-0.21284,-0.21284
-0.00096,-0.01131,-0.02299,-0.03531,-0.04962,-0.07016,-0.09646,-0.13608,-0.19016,-0.20857,-0.21334,-0.21350,-0.21334,-0.21284
-0.00112,-0.01099,-0.02299,-0.03531,-0.04945,-0.07033,-0.09646,-0.13591,-0.18983,-0.20857,-0.21334,-0.21317,-0.21317,-0.21268
-0.00129,-0.01099,-0.02331,-0.03531,-0.04945,-0.07033,-0.09646,-0.13608,-0.18999,-0.20873,-0.21334,-0.21334,-0.21317,-0.21284
-0.00129,-0.01115,-0.02299,-0.03515,-0.04962,-0.07016,-0.09646,-0.13608,-0.18983,-0.20873,-0.21350,-0.21301,-0.21317,-0.21268
-0.00112,-0.01115,-0.02315,-0.03515,-0.04962,-0.07033,-0.09646,-0.13624,-0.18967,-0.20841,-0.21301,-0.21334,-0.21317,-0.21268
-0.00112,-0.01115,-0.02331,-0.03531,-0.04962,-0.07016,-0.09646,-0.13624,-0.18967,-0.20841,-0.21350,-0.21334,-0.21350,-0.21268
-0.00112,-0.01115,-0.02331,-0.03531,-0.04962,-0.07016,-0.09663,-0.13591,-0.18983,-0.20873,-0.21317,-0.21317,-0.21350,-0.21268
-0.00096,-0.01099,-0.02331,-0.03531,-0.04962,-0.07033,-0.09646,-0.13624,-0.18983,-0.20841,-0.21334,-0.21334,-0.21350,-0.21284
-0.00129,-0.01131,-0.02315,-0.03531,-0.04945,-0.07016,-0.09630,-0.13624,-0.18999,-0.20857,-0.21317,-0.21334,-0.21334,-0.21284
-0.00129,-0.01115,-0.02315,-0.03531,-0.04962,-0.07033,-0.09630,-0.13608,-0.18983,-0.20857,-0.21350,-0.21334,-0.21301,-0.21268
-0.00112,-0.01115,-0.02331,-0.03531,-0.04945,-0.07000,-0.09663,-0.13624,-0.18967,-0.20873,-0.21317,-0.21317,-0.21317,-0.21251
-0.00096,-0.01099,-0.02331,-0.03515,-0.04962,-0.07033,-0.09646,-0.13591,-0.18967,-0.20857,-0.21317,-0.21334,-0.21317,-0.21251
-0.00129,-0.01131,-0.02331,-0.03548,-0.04945,-0.07033,-0.09646,-0.13608,-0.18999,-0.20873,-0.21317,-0.21317,-0.21334,-0.21268
-0.00112,-0.01115,-0.02315,-0.03548,-0.04962,-0.07033,-0.09630,-0.13608,-0.18967,-0.20873,-0.21317,-0.21350,-0.21317,-0.21268
