0.00085,0.00052,0.00052,0.00036,0.00085,0.00052,0.00019,0.00036,0.00019,0.00036,-0.00047,-0.00079
0.00101,0.00068,0.00052,0.00036,0.00052,0.00052,0.00052,0.00036,0.00052,0.00052,-0.00047,-0.00063
0.00085,0.00068,0.00052,0.00052,0.00068,0.00052,0.00003,0.00019,0.00036,0.00019,-0.00014,-0.00063
0.00101,0.00052,0.00052,0.00052,0.00068,0.00052,0.00036,0.00036,0.00036,0.00036,-0.0003,-0.00079
0.00101,0.00052,0.00052,0.00052,0.00068,0.00052,0.00052,0.00036,0.00036,0.00019,-0.0003,-0.00079
0.00085,0.00052,0.00052,0.00036,0.00052,0.00068,0.00036,0.00036,0.00036,0.00019,-0.00014,-0.00079
0.00085,0.00036,0.00052,0.00052,0.00036,0.00052,0.00052,0.00036,0.00036,0.00019,-0.00063,-0.00079
0.00101,0.00068,0.00052,0.00052,0.00068,0.00052,0.00052,0.00052,0.00036,0.00019,-0.0003,-0.00079
0.00085,0.00068,0.00052,0.00052,0.00052,0.00052,0.00036,0.00019,0.00019,0.00003,-0.00047,-0.00079
0.00085,0.00085,0.00052,0.00052,0.00052,0.00052,0.00019,0.00036,0.00036,0.00019,-0.00063,-0.00096
0.00118,0.00052,0.00036,0.00068,0.00068,0.00052,0.00052,0.00019,0.00036,0.00036,-0.00047,-0.00096
0.00068,0.00068,0.00052,0.00052,0.00085,0.00036,0.00036,0.00019,0.00036,0.00036,-0.0003,-0.00079
0.00068,0.00036,0.00052,0.00085,0.00085,0.00052,0.00052,0.00036,0.00068,0.00003,-0.0003,-0.00063
0.00085,0.00052,0.00052,0.00052,0.00068,0.00052,0.00019,0.00019,0.00019,0.00036,0.00003,-0.00079
0.00101,0.00052,0.00052,0.00036,0.00068,0.00052,0.00052,0.00036,0.00052,0.00019,-0.00047,-0.00096
0.00085,0.00052,0.00052,0.00052,0.00052,0.00085,0.00052,0.00036,0.00019,0.00036,-0.00014,-0.00079
0.00085,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00052,0.00068,0.00052,-0.0003,-0.00079
0.00068,0.00085,0.00036,0.00052,0.00052,0.00052,0.00036,0.00019,0.00036,0.00019,-0.0003,-0.00112
0.00085,0.00052,0.00068,0.00036,0.00052,0.00052,0.00052,0.00019,0.00036,0.00036,-0.00047,-0.00079
0.00068,0.00052,0.00036,0.00068,0.00052,0.00036,0.00019,0.00019,0.00036,0.00019,-0.00014,-0.00047
0.00085,0.00036,0.00052,0.00052,0.00068,0.00036,0.00036,0.00019,0.00036,0.00019,-0.0003,-0.00079
0.00101,0.00052,0.00036,0.00068,0.00068,0.00019,0.00052,0.00019,0.00052,0.00003,-0.00047,-0.00096
0.00085,0.00052,0.00052,0.00052,0.00052,0.00068,0.00019,0.00036,0.00036,0.00036,-0.00063,-0.00079
0.00101,0.00068,0.00068,0.00052,0.00052,0.00052,0.00036,0.00036,0.00019,0.00036,-0.00014,-0.00063
0.00101,0.00052,0.00036,0.00068,0.00052,0.00052,0.00036,0.00019,0.00052,0.00052,-0.0003,-0.00079
0.00085,0.00052,0.00036,0.00019,0.00036,0.00068,0.00052,0.00019,0.00052,0.00036,-0.00014,-0.00079
0.00068,0.00036,0.00068,0.00036,0.00068,0.00052,0.00019,0.00036,0.00019,0.00036,-0.0003,-0.00063
0.00068,0.00085,0.00052,0.00068,0.00085,0.00068,0.00036,0.00036,0.00019,0.00019,-0.00047,-0.00079
0.00085,0.00052,0.00068,0.00052,0.00068,0.00052,0.00036,0.00036,0.00052,0.00052,-0.0003,-0.00096
0.00085,0.00068,0.00052,0.00036,0.00052,0.00052,0.00019,0.00036,0.00036,0.00036,-0.0003,-0.00079
0.00085,0.00052,0.00052,0.00036,0.00101,0.00052,0.00052,0.00036,0.00052,0.00036,-0.00047,-0.00063
0.00101,0.00036,0.00052,0.00052,0.00068,0.00052,0.00052,0.00019,0.00019,0.00036,-0.00047,-0.00079
0.00101,0.00068,0.00036,0.00068,0.00068,0.00036,0.00052,0.00036,0.00036,0.00019,-0.00063,-0.00063
0.00085,0.00052,0.00052,0.00036,0.00052,0.00052,0.00052,0.00019,0.00036,0.00019,-0.00063,-0.00096
0.00101,0.00068,0.00052,0.00036,0.00085,0.00068,0.00052,0.00036,0.00036,0.00019,-0.00014,-0.00079
0.00085,0.00036,0.00052,0.00068,0.00068,0.00068,0.00052,0.00019,0.00036,0.00019,-0.0003,-0.00063
0.00068,0.00036,0.00052,0.00036,0.00036,0.00036,0.00068,0.00052,0.00052,0.00019,-0.00047,-0.00063
0.00068,0.00068,0.00036,0.00036,0.00085,0.00068,0.00052,0.00036,0.00036,0.00036,-0.00014,-0.00079
0.00085,0.00068,0.00052,0.00052,0.00068,0.00068,0.00052,0.00036,0.00036,0.00003,-0.00047,-0.00096
0.00085,0.00052,0.00068,0.00052,0.00068,0.00052,0.00068,0.00036,0.00036,0.00052,-0.00047,-0.00079
0.00101,0.00052,0.00052,0.00052,0.00068,0.00036,0.00036,0.00036,0.00019,0.00036,-0.0003,-0.00079
0.00085,0.00036,0.00052,0.00036,0.00068,0.00019,0.00036,0.00036,0.00036,0.00036,-0.0003,-0.00079
0.00101,0.00068,0.00085,0.00068,0.00085,0.00036,0.00036,0.00036,0.00052,0.00019,-0.0003,-0.00112
0.00068,0.00052,0.00068,0.00052,0.00052,0.00052,0.00036,0.00019,0.00036,0.00052,-0.00047,-0.00063
0.00085,0.00085,0.00068,0.00052,0.00052,0.00085,0.00052,0.00019,0.00052,0.00019,-0.0003,-0.00079
0.00052,0.00036,0.00036,0.00085,0.00052,0.00036,0.00036,0.00036,0.00019,0.00036,-0.0003,-0.00079
0.00085,0.00052,0.00085,0.00052,0.00085,0.00052,0.00036,0.00036,0.00068,0.00019,-0.00047,-0.00096
0.00085,0.00052,0.00052,0.00052,0.00068,0.00052,0.00019,0.00019,0.00019,0.00036,-0.00014,-0.00096
0.00085,0.00068,0.00036,0.00052,0.00068,0.00068,0.00036,0.00036,0.00019,0.00036,-0.0003,-0.00096
0.00085,0.00052,0.00068,0.00052,0.00052,0.00052,0.00036,0.00036,0.00036,0.00052,-0.00047,-0.00079
0.00085,0.00068,0.00068,0.00052,0.00036,0.00036,0.00068,0.00036,0.00036,0.00036,-0.0003,-0.00079
0.00085,0.00068,0.00052,0.00052,0.00085,0.00068,0.00036,0.00019,0.00019,0.00052,-0.0003,-0.00096
0.00101,0.00085,0.00052,0.00036,0.00068,0.00052,0.00068,0.00036,0.00036,0.00036,-0.00047,-0.00079
0.00085,0.00052,0.00068,0.00036,0.00068,0.00036,0.00036,0.00019,0.00019,0.00036,-0.00047,-0.00063
0.00085,0.00052,0.00068,0.00052,0.00052,0.00036,0.00019,0.00019,0.00019,0.00019,-0.00063,-0.00079
0.00068,0.00068,0.00068,0.00052,0.00052,0.00036,0.00036,0.00019,0.00036,0.00019,-0.00047,-0.00079
0.00085,0.00052,0.00068,0.00052,0.00036,0.00052,0.00036,0.00036,0.00052,0.00036,-0.00047,-0.00079
0.00068,0.00052,0.00052,0.00052,0.00068,0.00068,0.00052,0.00003,0.00052,0.00052,-0.0003,-0.00063
0.00052,0.00085,0.00052,0.00052,0.00068,0.00036,0.00036,0.00019,0.00036,0.00036,-0.00047,-0.00079
0.00101,0.00085,0.00068,0.00068,0.00068,0.00085,0.00036,0.00036,0.00019,0.00036,-0.0003,-0.00079
