-0.03088,-0.03285,-0.03679,-0.04304,-0.05044,-0.06030,-0.07608
-0.03088,-0.03301,-0.03745,-0.04304,-0.05044,-0.06046,-0.07592
-0.03071,-0.03301,-0.03729,-0.04304,-0.05027,-0.06063,-0.07575
-0.03088,-0.03301,-0.03696,-0.04304,-0.05060,-0.06063,-0.07575
-0.03071,-0.03318,-0.03729,-0.04320,-0.05044,-0.06063,-0.07592
-0.03071,-0.03318,-0.03696,-0.04304,-0.05027,-0.06063,-0.07559
-0.03071,-0.03301,-0.03712,-0.04304,-0.05011,-0.06046,-0.07559
-0.03088,-0.03301,-0.03729,-0.04288,-0.05027,-0.06079,-0.07559
-0.03071,-0.03301,-0.03712,-0.04288,-0.05027,-0.06063,-0.07592
-0.03071,-0.03318,-0.03712,-0.04288,-0.05044,-0.06046,-0.07575
-0.03088,-0.03301,-0.03712,-0.04320,-0.05027,-0.06063,-0.07592
-0.03055,-0.03301,-0.03696,-0.04320,-0.05044,-0.06063,-0.07592
-0.03071,-0.03285,-0.03696,-0.04304,-0.05044,-0.06046,-0.07592
-0.03088,-0.03301,-0.03712,-0.04304,-0.05044,-0.06046,-0.07592
-0.03071,-0.03301,-0.03745,-0.04304,-0.05027,-0.06046,-0.07608
-0.03071,-0.03285,-0.03712,-0.04304,-0.05011,-0.06046,-0.07608
-0.03071,-0.03301,-0.03712,-0.04255,-0.05044,-0.06063,-0.07575
-0.03055,-0.03318,-0.03696,-0.04288,-0.05027,-0.06046,-0.07575
-0.03071,-0.03318,-0.03729,-0.04304,-0.05044,-0.06063,-0.07592
-0.03088,-0.03301,-0.03712,-0.04288,-0.05027,-0.06079,-0.07592
-0.03055,-0.03301,-0.03696,-0.04304,-0.05027,-0.06046,-0.07592
-0.03088,-0.03301,-0.03729,-0.04304,-0.05027,-0.06063,-0.07592
-0.03071,-0.03301,-0.03712,-0.04304,-0.05027,-0.06063,-0.07575
-0.03071,-0.03301,-0.03696,-0.04288,-0.05011,-0.06046,-0.07575
-0.03055,-0.03318,-0.03712,-0.04304,-0.05044,-0.06063,-0.07592
-0.03055,-0.03318,-0.03712,-0.04304,-0.05027,-0.06063,-0.07592
-0.03088,-0.03318,-0.03712,-0.04320,-0.05044,-0.06079,-0.07575
-0.03071,-0.03301,-0.03696,-0.04288,-0.05027,-0.06046,-0.07575
-0.03055,-0.03301,-0.03696,-0.04288,-0.05044,-0.06079,-0.07559
-0.03071,-0.03301,-0.03712,-0.04304,-0.05027,-0.06046,-0.07575
-0.03071,-0.03301,-0.03729,-0.04288,-0.05044,-0.06063,-0.07608
-0.03071,-0.03285,-0.03712,-0.04304,-0.05011,-0.06063,-0.07592
-0.03088,-0.03318,-0.03712,-0.04304,-0.05044,-0.06046,-0.07608
-0.03104,-0.03318,-0.03712,-0.04288,-0.05027,-0.06063,-0.07592
-0.03088,-0.03301,-0.03729,-0.04288,-0.05027,-0.06063,-0.07608
-0.03071,-0.03301,-0.03729,-0.04288,-0.05027,-0.06079,-0.07592
-0.03088,-0.03301,-0.03696,-0.04288,-0.05044,-0.06063,-0.07624
-0.03104,-0.03318,-0.03696,-0.04320,-0.05027,-0.06063,-0.07559
-0.03071,-0.03301,-0.03712,-0.04271,-0.05044,-0.06063,-0.07592
-0.03088,-0.03318,-0.03696,-0.04304,-0.05011,-0.06096,-0.07592
-0.03088,-0.03301,-0.03696,-0.04288,-0.05044,-0.06046,-0.07608
-0.03088,-0.03301,-0.03729,-0.04288,-0.05044,-0.06046,-0.07592
-0.03088,-0.03285,-0.03712,-0.04288,-0.05044,-0.06063,-0.07608
-0.03071,-0.03301,-0.03696,-0.04271,-0.05044,-0.06063,-0.07608
-0.03088,-0.03268,-0.03712,-0.04288,-0.05011,-0.06079,-0.07592
-0.03071,-0.03334,-0.03696,-0.04288,-0.05027,-0.06030,-0.07575
-0.03071,-0.03301,-0.03712,-0.04320,-0.05044,-0.06046,-0.07592
-0.03088,-0.03334,-0.03729,-0.04304,-0.05011,-0.06063,-0.07575
-0.03104,-0.03268,-0.03729,-0.04288,-0.05027,-0.06063,-0.07592
-0.03104,-0.03301,-0.03712,-0.04304,-0.05044,-0.06063,-0.07559
-0.03088,-0.03285,-0.03696,-0.04304,-0.05044,-0.06063,-0.07575
-0.03071,-0.03301,-0.03729,-0.04320,-0.05011,-0.06063,-0.07592
-0.03055,-0.03318,-0.03712,-0.04304,-0.05027,-0.06046,-0.07592
-0.03088,-0.03268,-0.03712,-0.04304,-0.05011,-0.06063,-0.07592
-0.03071,-0.03301,-0.03712,-0.04288,-0.05027,-0.06063,-0.07592
-0.03088,-0.03301,-0.03696,-0.04304,-0.05027,-0.06063,-0.07575
-0.03071,-0.03285,-0.03712,-0.04271,-0.05027,-0.06079,-0.07608
-0.03071,-0.03318,-0.03712,-0.04304,-0.05044,-0.06063,-0.07575
-0.03055,-0.03285,-0.03712,-0.04288,-0.05011,-0.06046,-0.07575
-0.03071,-0.03318,-0.03729,-0.04288,-0.05011,-0.06079,-0.07575
-0.03104,-0.03301,-0.03712,-0.04304,-0.05027,-0.06046,-0.07559
-0.03071,-0.03268,-0.03696,-0.04304,-0.05060,-0.06079,-0.07592
-0.03071,-0.03301,-0.03712,-0.04304,-0.05044,-0.06079,-0.07592
-0.03071,-0.03301,-0.03729,-0.04288,-0.05027,-0.06063,-0.07592
-0.03088,-0.03301,-0.03712,-0.04304,-0.05027,-0.06063,-0.07592
-0.03088,-0.03318,-0.03729,-0.04304,-0.05044,-0.06079,-0.07592
-0.03071,-0.03285,-0.03712,-0.04288,-0.05027,-0.06063,-0.07575
-0.03055,-0.03285,-0.03696,-0.04288,-0.05044,-0.06046,-0.07592
-0.03071,-0.03301,-0.03712,-0.04304,-0.05011,-0.06063,-0.07592
-0.03071,-0.03285,-0.03729,-0.04304,-0.05027,-0.06063,-0.07608
-0.03071,-0.03301,-0.03696,-0.04304,-0.05027,-0.06063,-0.07559
-0.03071,-0.03285,-0.03696,-0.04304,-0.05044,-0.06063,-0.07608
-0.03071,-0.03301,-0.03696,-0.04304,-0.05027,-0.06030,-0.07592
-0.03071,-0.03301,-0.03712,-0.04271,-0.05044,-0.06063,-0.07592
-0.03071,-0.03285,-0.03712,-0.04304,-0.05027,-0.06063,-0.07592
