-0.00047,0.00118,0.00315,0.00479,0.00611,0.00775,0.00923,0.01088,0.01219
0.00003,0.00167,0.00315,0.00479,0.00644,0.00775,0.00907,0.01120,0.01203
-0.00047,0.00151,0.00315,0.00447,0.00611,0.00775,0.00907,0.01088,0.01186
-0.00030,0.00151,0.00315,0.00479,0.00644,0.00775,0.00923,0.01088,0.01203
-0.00014,0.00151,0.00315,0.00463,0.00627,0.00759,0.00907,0.01104,0.01186
-0.00030,0.00184,0.00331,0.00479,0.00627,0.00775,0.00890,0.01088,0.01186
-0.00030,0.00167,0.00331,0.00479,0.00627,0.00759,0.00923,0.01104,0.01236
-0.00030,0.00200,0.00315,0.00463,0.00627,0.00775,0.00907,0.01104,0.01236
-0.00047,0.00184,0.00331,0.00463,0.00627,0.00775,0.00907,0.01071,0.01219
0.00003,0.00184,0.00348,0.00479,0.00627,0.00775,0.00907,0.01071,0.01236
-0.00047,0.00151,0.00331,0.00479,0.00644,0.00759,0.00907,0.01104,0.01186
-0.00030,0.00167,0.00331,0.00479,0.00644,0.00775,0.00923,0.01088,0.01236
