-0.00310,-0.00277,-0.00293,-0.00227,-0.00195,-0.00195,-0.00063,-0.00145,-0.00063,-0.00063,0.00019,0.00036,0.00068,0.00101,0.00364,0.00184,0.00200,0.00660,0.00808,0.00331,0.00512,0.00693,0.00874,0.01038,0.01219,0.01400,0.01581,0.01745,0.01910,0.02140,0.02271,0.02452
-0.00310,-0.00277,-0.00293,-0.00244,-0.00227,-0.00178,-0.00063,-0.00112,-0.00063,-0.00030,-0.00014,0.00019,0.00085,0.00101,0.00331,0.00184,0.00200,0.00660,0.00792,0.00348,0.00529,0.00710,0.00857,0.01055,0.01219,0.01400,0.01597,0.01745,0.01910,0.02140,0.02271,0.02468
-0.00326,-0.00293,-0.00277,-0.00211,-0.00227,-0.00178,-0.00063,-0.00112,-0.00079,-0.00063,-0.00014,0.00036,0.00085,0.00118,0.00331,0.00151,0.00200,0.00660,0.00808,0.00331,0.00512,0.00693,0.00874,0.01055,0.01203,0.01400,0.01581,0.01729,0.01942,0.02123,0.02288,0.02485
-0.00310,-0.00293,-0.00277,-0.00227,-0.00211,-0.00162,-0.00079,-0.00129,-0.00079,-0.00047,0.00003,0.00036,0.00085,0.00101,0.00348,0.00167,0.00200,0.00660,0.00808,0.00364,0.00529,0.00677,0.00890,0.01071,0.01236,0.01400,0.01581,0.01745,0.01926,0.02140,0.02288,0.02468
-0.00310,-0.00293,-0.00277,-0.00227,-0.00227,-0.00178,-0.00096,-0.00129,-0.00079,-0.00047,-0.00014,0.00036,0.00101,0.00118,0.00348,0.00184,0.00200,0.00660,0.00825,0.00331,0.00512,0.00677,0.00874,0.01038,0.01219,0.01400,0.01597,0.01745,0.01942,0.02156,0.02288,0.02468
-0.00310,-0.00293,-0.00310,-0.00227,-0.00244,-0.00178,-0.00079,-0.00112,-0.00096,-0.00063,0.00003,0.00036,0.00036,0.00068,0.00331,0.00167,0.00216,0.00660,0.00792,0.00331,0.00496,0.00677,0.00874,0.01071,0.01219,0.01384,0.01597,0.01729,0.01926,0.02140,0.02255,0.02468
-0.00326,-0.00293,-0.00277,-0.00227,-0.00227,-0.00195,-0.00063,-0.00112,-0.00063,-0.00063,-0.00014,0.00036,0.00085,0.00118,0.00331,0.00167,0.00200,0.00660,0.00808,0.00348,0.00496,0.00660,0.00890,0.01038,0.01219,0.01400,0.01597,0.01745,0.01910,0.02156,0.02288,0.02485
-0.00326,-0.00277,-0.00293,-0.00227,-0.00244,-0.00162,-0.00079,-0.00129,-0.00079,-0.00047,0.00019,0.00052,0.00068,0.00085,0.00364,0.00167,0.00216,0.00660,0.00792,0.00348,0.00496,0.00693,0.00857,0.01038,0.01219,0.01384,0.01597,0.01762,0.01910,0.02140,0.02288,0.02485
-0.00293,-0.00277,-0.00310,-0.00227,-0.00244,-0.00162,-0.00079,-0.00112,-0.00096,-0.00047,0.00003,0.00052,0.00068,0.00101,0.00331,0.00167,0.00184,0.00677,0.00792,0.00315,0.00512,0.00677,0.00874,0.01055,0.01203,0.01400,0.01564,0.01762,0.01926,0.02156,0.02271,0.02452
-0.00342,-0.00310,-0.00293,-0.00227,-0.00227,-0.00178,-0.00096,-0.00129,-0.00063,-0.00063,0.00003,0.00019,0.00052,0.00101,0.00364,0.00167,0.00216,0.00660,0.00775,0.00331,0.00496,0.00693,0.00857,0.01071,0.01219,0.01400,0.01581,0.01745,0.01926,0.02140,0.02304,0.02485
-0.00310,-0.00310,-0.00277,-0.00260,-0.00211,-0.00178,-0.00079,-0.00129,-0.00063,-0.00047,-0.00047,0.00019,0.00052,0.00101,0.00364,0.00151,0.00200,0.00677,0.00792,0.00331,0.00529,0.00693,0.00890,0.01071,0.01219,0.01400,0.01597,0.01745,0.01910,0.02156,0.02304,0.02485
-0.00293,-0.00310,-0.00310,-0.00227,-0.00211,-0.00162,-0.00079,-0.00096,-0.00079,-0.00047,-0.00014,0.00052,0.00068,0.00118,0.00315,0.00184,0.00184,0.00660,0.00792,0.00331,0.00512,0.00677,0.00874,0.01055,0.01219,0.01400,0.01581,0.01745,0.01910,0.02140,0.02271,0.02501
-0.00293,-0.00293,-0.00293,-0.00227,-0.00211,-0.00162,-0.00096,-0.00145,-0.00079,-0.00063,0.00003,0.00019,0.00068,0.00085,0.00348,0.00167,0.00233,0.00644,0.00775,0.00348,0.00512,0.00693,0.00857,0.01038,0.01236,0.01400,0.01581,0.01745,0.01910,0.02156,0.02304,0.02452
-0.00293,-0.00293,-0.00260,-0.00227,-0.00227,-0.00195,-0.00079,-0.00145,-0.00096,-0.00030,0.00003,0.00036,0.00068,0.00085,0.00331,0.00184,0.00216,0.00644,0.00775,0.00315,0.00496,0.00677,0.00874,0.01071,0.01203,0.01400,0.01597,0.01745,0.01910,0.02140,0.02288,0.02468
-0.00310,-0.00277,-0.00277,-0.00244,-0.00211,-0.00178,-0.00063,-0.00129,-0.00079,-0.00047,0.00003,0.00003,0.00052,0.00118,0.00331,0.00151,0.00200,0.00660,0.00808,0.00331,0.00512,0.00677,0.00857,0.01055,0.01219,0.01400,0.01597,0.01762,0.01926,0.02156,0.02304,0.02468
-0.00310,-0.00293,-0.00293,-0.00244,-0.00227,-0.00162,-0.00079,-0.00112,-0.00096,-0.00047,-0.00014,0.00019,0.00085,0.00085,0.00364,0.00151,0.00184,0.00677,0.00792,0.00331,0.00496,0.00693,0.00874,0.01055,0.01219,0.01400,0.01597,0.01729,0.01926,0.02123,0.02288,0.02468
-0.00310,-0.00277,-0.00293,-0.00227,-0.00227,-0.00178,-0.00112,-0.00112,-0.00096,-0.00063,0.00003,0.00019,0.00068,0.00118,0.00348,0.00184,0.00200,0.00677,0.00808,0.00315,0.00512,0.00693,0.00857,0.01038,0.01236,0.01400,0.01581,0.01745,0.01926,0.02140,0.02304,0.02485
-0.00326,-0.00293,-0.00293,-0.00260,-0.00227,-0.00145,-0.00079,-0.00112,-0.00079,-0.00063,0.00003,0.00019,0.00068,0.00118,0.00348,0.00167,0.00216,0.00660,0.00792,0.00348,0.00512,0.00677,0.00890,0.01055,0.01219,0.01400,0.01564,0.01745,0.01942,0.02140,0.02288,0.02468
-0.00310,-0.00293,-0.00277,-0.00244,-0.00227,-0.00178,-0.00079,-0.00129,-0.00063,-0.00047,0.00003,0.00003,0.00085,0.00085,0.00331,0.00184,0.00200,0.00660,0.00792,0.00348,0.00496,0.00660,0.00874,0.01055,0.01236,0.01400,0.01581,0.01745,0.01926,0.02140,0.02304,0.02468
-0.00293,-0.00277,-0.00277,-0.00244,-0.00227,-0.00178,-0.00079,-0.00129,-0.00047,-0.00063,0.00003,0.00019,0.00052,0.00101,0.00348,0.00200,0.00216,0.00660,0.00759,0.00348,0.00512,0.00693,0.00890,0.01055,0.01219,0.01384,0.01581,0.01762,0.01926,0.02140,0.02304,0.02485
-0.00310,-0.00293,-0.00293,-0.00244,-0.00227,-0.00178,-0.00096,-0.00129,-0.00079,-0.00047,0.00003,0.00036,0.00085,0.00101,0.00348,0.00184,0.00200,0.00677,0.00808,0.00348,0.00529,0.00693,0.00874,0.01055,0.01219,0.01416,0.01597,0.01745,0.01926,0.02123,0.02304,0.02468
-0.00310,-0.00310,-0.00277,-0.00244,-0.00227,-0.00162,-0.00063,-0.00112,-0.00096,-0.00030,0.00003,0.00019,0.00052,0.00101,0.00331,0.00151,0.00200,0.00660,0.00808,0.00331,0.00529,0.00677,0.00874,0.01055,0.01219,0.01400,0.01581,0.01745,0.01926,0.02123,0.02271,0.02485
-0.00326,-0.00310,-0.00277,-0.00211,-0.00244,-0.00162,-0.00063,-0.00129,-0.00079,-0.00047,-0.00014,0.00036,0.00068,0.00101,0.00348,0.00184,0.00200,0.00677,0.00775,0.00331,0.00512,0.00693,0.00874,0.01055,0.01219,0.01384,0.01581,0.01762,0.01893,0.02140,0.02271,0.02485
-0.00326,-0.00293,-0.00310,-0.00227,-0.00260,-0.00178,-0.00096,-0.00129,-0.00096,-0.00047,0.00003,0.00019,0.00085,0.00118,0.00348,0.00167,0.00216,0.00660,0.00775,0.00331,0.00512,0.00693,0.00857,0.01038,0.01203,0.01400,0.01564,0.01745,0.01893,0.02123,0.02288,0.02436
-0.00310,-0.00310,-0.00277,-0.00227,-0.00244,-0.00178,-0.00079,-0.00129,-0.00063,-0.00079,-0.00030,0.00052,0.00068,0.00101,0.00364,0.00167,0.00216,0.00677,0.00808,0.00348,0.00496,0.00693,0.00874,0.01055,0.01236,0.01367,0.01597,0.01745,0.01942,0.02140,0.02271,0.02485
-0.00310,-0.00293,-0.00293,-0.00227,-0.00227,-0.00178,-0.00063,-0.00096,-0.00063,-0.00047,-0.00014,0.00036,0.00085,0.00085,0.00348,0.00184,0.00216,0.00677,0.00808,0.00364,0.00512,0.00677,0.00857,0.01055,0.01219,0.01384,0.01614,0.01729,0.01893,0.02156,0.02288,0.02485
-0.00293,-0.00310,-0.00277,-0.00260,-0.00227,-0.00178,-0.00063,-0.00112,-0.00079,-0.00047,0.00019,0.00036,0.00068,0.00118,0.00348,0.00184,0.00216,0.00644,0.00792,0.00331,0.00512,0.00693,0.00874,0.01038,0.01252,0.01400,0.01581,0.01745,0.01942,0.02140,0.02304,0.02485
-0.00310,-0.00310,-0.00277,-0.00211,-0.00244,-0.00162,-0.00063,-0.00129,-0.00079,-0.00030,0.00003,0.00019,0.00068,0.00118,0.00348,0.00184,0.00216,0.00660,0.00792,0.00331,0.00529,0.00677,0.00874,0.01071,0.01236,0.01400,0.01581,0.01745,0.01910,0.02123,0.02304,0.02468
-0.00310,-0.00310,-0.00277,-0.00227,-0.00244,-0.00162,-0.00063,-0.00129,-0.00063,-0.00063,0.00003,0.00019,0.00068,0.00118,0.00331,0.00167,0.00216,0.00677,0.00808,0.00331,0.00512,0.00710,0.00841,0.01022,0.01219,0.01384,0.01581,0.01745,0.01926,0.02140,0.02288,0.02468
-0.00326,-0.00277,-0.00277,-0.00211,-0.00227,-0.00178,-0.00096,-0.00129,-0.00079,-0.00047,-0.00030,0.00019,0.00052,0.00118,0.00348,0.00184,0.00200,0.00660,0.00792,0.00331,0.00512,0.00677,0.00857,0.01055,0.01236,0.01400,0.01581,0.01745,0.01926,0.02140,0.02288,0.02468
-0.00326,-0.00277,-0.00293,-0.00227,-0.00211,-0.00178,-0.00079,-0.00129,-0.00096,-0.00047,-0.00014,0.00019,0.00052,0.00118,0.00348,0.00184,0.00216,0.00677,0.00792,0.00331,0.00496,0.00693,0.00857,0.01038,0.01219,0.01400,0.01597,0.01745,0.01893,0.02140,0.02271,0.02485
-0.00326,-0.00310,-0.00310,-0.00227,-0.00244,-0.00178,-0.00079,-0.00129,-0.00063,-0.00030,-0.00014,0.00036,0.00068,0.00101,0.00348,0.00167,0.00216,0.00677,0.00825,0.00348,0.00529,0.00677,0.00890,0.01038,0.01219,0.01400,0.01614,0.01762,0.01926,0.02173,0.02288,0.02468
-0.00310,-0.00293,-0.00310,-0.00244,-0.00244,-0.00162,-0.00096,-0.00129,-0.00079,-0.00047,-0.00014,0.00019,0.00052,0.00118,0.00348,0.00184,0.00216,0.00693,0.00775,0.00348,0.00529,0.00677,0.00874,0.01071,0.01252,0.01400,0.01581,0.01729,0.01926,0.02140,0.02288,0.02468
-0.00310,-0.00310,-0.00293,-0.00244,-0.00227,-0.00162,-0.00079,-0.00112,-0.00063,-0.00047,0.00019,0.00019,0.00068,0.00118,0.00331,0.00167,0.00216,0.00677,0.00825,0.00331,0.00512,0.00710,0.00874,0.01038,0.01236,0.01400,0.01597,0.01762,0.01910,0.02140,0.02288,0.02485
-0.00310,-0.00293,-0.00293,-0.00227,-0.00227,-0.00162,-0.00096,-0.00112,-0.00079,-0.00030,0.00003,0.00052,0.00052,0.00118,0.00348,0.00167,0.00216,0.00660,0.00792,0.00331,0.00545,0.00710,0.00874,0.01038,0.01203,0.01400,0.01564,0.01762,0.01942,0.02140,0.02304,0.02468
-0.00326,-0.00293,-0.00277,-0.00227,-0.00227,-0.00178,-0.00063,-0.00129,-0.00047,-0.00047,0.00003,0.00036,0.00068,0.00085,0.00348,0.00184,0.00184,0.00660,0.00792,0.00331,0.00512,0.00677,0.00890,0.01071,0.01219,0.01384,0.01581,0.01762,0.01926,0.02173,0.02304,0.02485
-0.00277,-0.00293,-0.00310,-0.00244,-0.00227,-0.00162,-0.00079,-0.00129,-0.00063,-0.00063,0.00003,0.00019,0.00085,0.00085,0.00348,0.00167,0.00200,0.00644,0.00775,0.00331,0.00529,0.00677,0.00857,0.01071,0.01236,0.01400,0.01581,0.01745,0.01910,0.02140,0.02288,0.02468
-0.00326,-0.00293,-0.00277,-0.00244,-0.00227,-0.00162,-0.00096,-0.00129,-0.00063,-0.00047,0.00003,0.00036,0.00052,0.00118,0.00348,0.00184,0.00200,0.00677,0.00759,0.00348,0.00512,0.00693,0.00874,0.01038,0.01219,0.01384,0.01597,0.01762,0.01926,0.02123,0.02288,0.02485
-0.00310,-0.00277,-0.00293,-0.00227,-0.00211,-0.00178,-0.00063,-0.00112,-0.00079,-0.00047,-0.00014,0.00019,0.00068,0.00085,0.00348,0.00184,0.00216,0.00644,0.00808,0.00348,0.00512,0.00693,0.00857,0.01055,0.01219,0.01400,0.01581,0.01745,0.01910,0.02140,0.02288,0.02468
-0.00310,-0.00277,-0.00293,-0.00227,-0.00244,-0.00178,-0.00063,-0.00112,-0.00079,-0.00014,0.00003,0.00036,0.00068,0.00101,0.00348,0.00184,0.00216,0.00627,0.00792,0.00348,0.00512,0.00677,0.00857,0.01055,0.01219,0.01384,0.01564,0.01762,0.01910,0.02140,0.02304,0.02485
-0.00293,-0.00277,-0.00293,-0.00227,-0.00244,-0.00178,-0.00079,-0.00129,-0.00079,-0.00047,0.00003,0.00019,0.00036,0.00134,0.00364,0.00167,0.00233,0.00677,0.00808,0.00331,0.00512,0.00693,0.00874,0.01038,0.01219,0.01400,0.01581,0.01745,0.01926,0.02107,0.02288,0.02501
-0.00293,-0.00293,-0.00277,-0.00244,-0.00227,-0.00178,-0.00079,-0.00129,-0.00079,-0.00063,0.00019,0.00036,0.00068,0.00101,0.00348,0.00167,0.00200,0.00660,0.00792,0.00348,0.00512,0.00677,0.00874,0.01071,0.01203,0.01400,0.01564,0.01762,0.01910,0.02123,0.02271,0.02485
-0.00310,-0.00293,-0.00277,-0.00244,-0.00244,-0.00178,-0.00096,-0.00129,-0.00079,-0.00063,0.00003,0.00019,0.00085,0.00101,0.00315,0.00151,0.00200,0.00644,0.00792,0.00331,0.00496,0.00693,0.00857,0.01055,0.01219,0.01416,0.01597,0.01762,0.01926,0.02156,0.02288,0.02468
-0.00310,-0.00293,-0.00310,-0.00227,-0.00227,-0.00145,-0.00063,-0.00145,-0.00063,-0.00014,0.00003,0.00003,0.00085,0.00101,0.00364,0.00167,0.00216,0.00677,0.00775,0.00348,0.00529,0.00693,0.00890,0.01055,0.01236,0.01400,0.01564,0.01745,0.01926,0.02140,0.02288,0.02485
-0.00310,-0.00293,-0.00310,-0.00227,-0.00227,-0.00178,-0.00079,-0.00096,-0.00079,-0.00047,-0.00014,0.00003,0.00085,0.00134,0.00348,0.00167,0.00216,0.00644,0.00792,0.00331,0.00512,0.00693,0.00841,0.01038,0.01219,0.01400,0.01581,0.01745,0.01910,0.02123,0.02288,0.02485
-0.00293,-0.00277,-0.00293,-0.00227,-0.00227,-0.00195,-0.00079,-0.00112,-0.00079,-0.00030,0.00003,0.00036,0.00068,0.00101,0.00348,0.00167,0.00200,0.00677,0.00792,0.00331,0.00512,0.00677,0.00890,0.01055,0.01236,0.01400,0.01597,0.01745,0.01942,0.02123,0.02288,0.02468
-0.00310,-0.00293,-0.00293,-0.00227,-0.00244,-0.00195,-0.00079,-0.00112,-0.00079,-0.00063,-0.00014,0.00036,0.00068,0.00101,0.00364,0.00184,0.00216,0.00677,0.00825,0.00348,0.00512,0.00677,0.00874,0.01055,0.01236,0.01400,0.01597,0.01745,0.01926,0.02123,0.02271,0.02468
-0.00310,-0.00310,-0.00277,-0.00244,-0.00244,-0.00162,-0.00096,-0.00129,-0.00079,-0.00047,0.00003,0.00036,0.00052,0.00101,0.00348,0.00184,0.00216,0.00660,0.00792,0.00348,0.00512,0.00693,0.00874,0.01038,0.01219,0.01400,0.01581,0.01745,0.01910,0.02140,0.02288,0.02452
-0.00310,-0.00277,-0.00293,-0.00244,-0.00244,-0.00178,-0.00063,-0.00129,-0.00079,-0.00030,0.00003,0.00036,0.00052,0.00134,0.00364,0.00167,0.00216,0.00677,0.00775,0.00315,0.00545,0.00677,0.00890,0.01055,0.01236,0.01400,0.01581,0.01745,0.01926,0.02140,0.02271,0.02468
-0.00293,-0.00310,-0.00293,-0.00244,-0.00244,-0.00178,-0.00063,-0.00112,-0.00079,-0.00063,-0.00014,0.00036,0.00052,0.00101,0.00331,0.00200,0.00184,0.00677,0.00792,0.00348,0.00529,0.00677,0.00874,0.01055,0.01236,0.01400,0.01581,0.01778,0.01942,0.02140,0.02288,0.02468
-0.00310,-0.00277,-0.00293,-0.00227,-0.00244,-0.00178,-0.00096,-0.00129,-0.00063,-0.00063,-0.00014,0.00036,0.00052,0.00101,0.00348,0.00134,0.00200,0.00644,0.00825,0.00348,0.00545,0.00677,0.00857,0.01038,0.01203,0.01400,0.01581,0.01745,0.01910,0.02140,0.02288,0.02485
-0.00293,-0.00277,-0.00310,-0.00227,-0.00244,-0.00178,-0.00063,-0.00112,-0.00063,-0.00047,0.00003,0.00036,0.00085,0.00118,0.00364,0.00184,0.00216,0.00660,0.00808,0.00331,0.00496,0.00710,0.00874,0.01038,0.01219,0.01433,0.01597,0.01762,0.01910,0.02156,0.02271,0.02452
-0.00310,-0.00293,-0.00277,-0.00244,-0.00227,-0.00162,-0.00079,-0.00112,-0.00079,-0.00047,-0.00030,0.00036,0.00052,0.00118,0.00348,0.00184,0.00200,0.00693,0.00775,0.00331,0.00529,0.00726,0.00857,0.01038,0.01236,0.01384,0.01581,0.01729,0.01910,0.02140,0.02288,0.02468
-0.00293,-0.00277,-0.00277,-0.00244,-0.00227,-0.00145,-0.00079,-0.00112,-0.00047,-0.00047,-0.00014,0.00019,0.00085,0.00118,0.00348,0.00200,0.00200,0.00660,0.00775,0.00348,0.00545,0.00693,0.00874,0.01038,0.01252,0.01384,0.01564,0.01762,0.01926,0.02140,0.02288,0.02485
-0.00310,-0.00293,-0.00293,-0.00260,-0.00211,-0.00162,-0.00096,-0.00129,-0.00063,-0.00047,-0.00014,0.00036,0.00085,0.00134,0.00331,0.00167,0.00233,0.00660,0.00792,0.00331,0.00512,0.00693,0.00874,0.01038,0.01236,0.01384,0.01581,0.01745,0.01910,0.02123,0.02288,0.02485
-0.00293,-0.00293,-0.00293,-0.00227,-0.00244,-0.00162,-0.00079,-0.00129,-0.00096,-0.00063,-0.00014,0.00052,0.00068,0.00101,0.00348,0.00184,0.00216,0.00677,0.00792,0.00315,0.00529,0.00677,0.00857,0.01038,0.01219,0.01400,0.01597,0.01745,0.01910,0.02123,0.02288,0.02452
-0.00310,-0.00310,-0.00310,-0.00244,-0.00178,-0.00195,-0.00079,-0.00096,-0.00063,-0.00047,0.00019,0.00019,0.00085,0.00085,0.00348,0.00167,0.00200,0.00677,0.00792,0.00331,0.00512,0.00677,0.00874,0.01055,0.01236,0.01416,0.01581,0.01762,0.01926,0.02140,0.02288,0.02468
-0.00310,-0.00310,-0.00293,-0.00227,-0.00260,-0.00162,-0.00079,-0.00096,-0.00063,-0.00063,0.00003,0.00036,0.00052,0.00101,0.00348,0.00184,0.00216,0.00677,0.00792,0.00348,0.00529,0.00693,0.00874,0.01022,0.01203,0.01400,0.01581,0.01762,0.01926,0.02123,0.02271,0.02485
